Time (s),Voltage (P2D) (V),Voltage (sP2D) (V),Voltage Error (V),average Voltage Error (V),Voltage Error Percentage (%),average Voltage Error Percentage (%),Concentration (P2D) (mol/m³),Concentration (sP2D) (mol/m³),Concentration Error (mol/m³),average Concentration Error (mol/m³),Concentration Error Percentage (%),average Concentration Error Percentage (%),Stress (P2D) (Pa),Stress (sP2D) (Pa),Stress Error (Pa),average Stress Error (Pa),Stress Error Percentage (%),average Stress Error Percentage (%),Current (A)
61.999999999999964,4.028421855321493,4.033552887863363,0.005131032541869196,0.002684099368845545,0.1273707850405778,0.06590568279918213,29652.361019671152,29658.59285876069,6.231839089537971,5.68281815330454,0.021016333523673936,0.01936401468212504,2.930216899924224e6,2.8358400099539487e6,-94376.88997027511,23089.41289734932,-3.2208158369681,2.3697974633638563,3.5650999999999633
62.99999999999996,4.031442805058583,4.036493338386242,0.005050533327659146,0.002684099368845545,0.1252785558887708,0.06590568279918213,29649.581477686188,29656.01758636777,6.436108681580663,5.68281815330454,0.021707249683859373,0.01936401468212504,2.8944016245691776e6,2.7994300893207095e6,-94971.53524846816,23089.41289734932,-3.281214826660567,2.3697974633638563,3.3848000000000074
63.99999999999995,4.0233204672269185,4.02895845051362,0.005637983286701065,0.002684099368845545,0.14013259278317086,0.06590568279918213,29639.27691936453,29646.07712414907,6.800204784540256,5.68281815330454,0.02294322092620758,0.01936401468212504,3.0122257671144223e6,2.9133009466931997e6,-98924.8204212226,23089.41289734932,-3.2841104242989116,2.3697974633638563,3.686899999999985
64.99999999999994,4.034711724199158,4.03931878179998,0.004607057600821918,0.002684099368845545,0.11418554572783916,0.06590568279918213,29630.010901158406,29637.116316693933,7.105415535526845,5.68281815330454,0.023980468853789905,0.01936401468212504,3.1054095176999997e6,3.0037330185432592e6,-101676.4991567405,23089.41289734932,-3.274173617914538,2.3697974633638563,3.1176000000000323
65.99999999999994,4.0399482628005705,4.044139669073294,0.004191406272723519,0.002684099368845545,0.10374900865235227,0.06590568279918213,29623.100428623915,29630.448060333347,7.34763170943188,5.68281815330454,0.02480372278092837,0.01936401468212504,3.150573458676788e6,3.047357257848909e6,-103216.2008278789,23089.41289734932,-3.276108371433712,2.3697974633638563,2.848700000000015
66.99999999999993,4.056712950443823,4.059842048194784,0.0031290977509605966,0.002684099368845545,0.07713382211621009,0.06590568279918213,29620.801306338693,29628.215654985866,7.414348647173028,5.68281815330454,0.025030884784289737,0.01936401468212504,3.10628226086164e6,3.0048990779747767e6,-101383.18288686313,23089.41289734932,-3.2638110246536587,2.3697974633638563,2.1836000000000477
67.99999999999993,4.127884038445528,4.1273588422703655,-0.0005251961751628897,0.002684099368845545,-0.012723132972520887,0.06590568279918213,29621.946547396954,29629.29764566711,7.3510982701554894,5.68281815330454,0.02481639165202488,0.01936401468212504,3.0001763633846026e6,2.902933551888765e6,-97242.81149583776,23089.41289734932,-3.2412365047145024,2.3697974633638563,0.18726000000014187
68.99999999999991,4.0991593754145494,4.100639167208753,0.0014797917942033223,0.002684099368845545,0.036099884358696606,0.06590568279918213,29637.191623692644,29644.215413897295,7.02379020465014,5.68281815330454,0.0236992434837691,0.01936401468212504,2.625028806634992e6,2.5367914554763474e6,-88237.35115864454,23089.41289734932,-3.361386013578855,2.3697974633638563,0.9150099999999379
69.99999999999991,4.138517235909989,4.138655191453009,0.00013795554302031832,0.002684099368845545,0.003333453388167037,0.06590568279918213,29651.684747639447,29658.33337826872,6.648630629271793,5.68281815330454,0.02242243800262002,0.01936401468212504,2.287115856997809e6,2.2082725543008065e6,-78843.30269700242,23089.41289734932,-3.4472806638005817,2.3697974633638563,0.005340200000077563
70.99999999999991,4.156352270358715,4.1559986837957545,-0.00035358656296047286,0.002684099368845545,-0.008507136545718164,0.06590568279918213,29660.918317178297,29667.261646615112,6.343329436815111,5.68281815330454,0.021386153216777965,0.01936401468212504,2.0688991194229648e6,1.9975924768771743e6,-71306.64254579041,23089.41289734932,-3.4465983322414724,2.3697974633638563,-0.37206999999996787
71.9999999999999,4.158506386115033,4.158485381810958,-2.1004304075589175e-5,0.002684099368845545,-0.0005050925049849893,0.06590568279918213,29676.02957034936,29682.05746359021,6.027893240847334,5.68281815330454,0.020312330618749853,0.01936401468212504,1.7426225548456588e6,1.6787345644023006e6,-63887.9904433582,23089.41289734932,-3.6661978387521015,2.3697974633638563,-0.37225
